killing previous experiments...
initializing cxl memory...
I0914 15:28:37.015628 14365 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0914 15:28:37.015667 14365 Database.h:166] creating hash tables for database...
I0914 15:28:37.019378 14365 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0914 15:28:37.019538 14365 Database.h:146] district initialization finished in 0 milliseconds.
I0914 15:28:37.095942 14365 Database.h:146] customer initialization finished in 76 milliseconds.
I0914 15:28:37.110445 14365 Database.h:146] customer_name_idx initialization finished in 14 milliseconds.
I0914 15:28:37.152709 14365 Database.h:146] item initialization finished in 42 milliseconds.
I0914 15:28:37.320472 14365 Database.h:146] stock initialization finished in 167 milliseconds.
I0914 15:28:37.357107 14365 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0914 15:28:37.357125 14365 Coordinator.h:42] Coordinator initializes 2 workers.
I0914 15:28:37.358961 14365 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0914 15:28:37.359100 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.360229 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.361374 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.362527 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.363672 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.364821 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.365971 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.367125 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.368283 14365 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 503 Bytes)
I0914 15:28:37.368476 14379 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0914 15:28:37.368484 14365 Coordinator.h:414] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0914 15:28:42.368655 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368669 14365 Coordinator.h:423] Coordinator 0 connected to 1
I0914 15:28:42.368757 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368758 14365 Coordinator.h:423] Coordinator 0 connected to 2
I0914 15:28:42.368773 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368793 14379 Coordinator.h:383] Listener accepted connection from coordinator 1
I0914 15:28:42.368803 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368805 14379 Coordinator.h:383] Listener accepted connection from coordinator 2
I0914 15:28:42.368809 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368810 14379 Coordinator.h:383] Listener accepted connection from coordinator 5
I0914 15:28:42.368830 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368832 14365 Coordinator.h:423] Coordinator 0 connected to 3
I0914 15:28:42.368901 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368902 14365 Coordinator.h:423] Coordinator 0 connected to 4
I0914 15:28:42.368954 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368956 14365 Coordinator.h:423] Coordinator 0 connected to 5
I0914 15:28:42.368976 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368978 14379 Coordinator.h:383] Listener accepted connection from coordinator 7
I0914 15:28:42.368999 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.369000 14379 Coordinator.h:383] Listener accepted connection from coordinator 3
I0914 15:28:42.369009 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.369009 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.369012 14365 Coordinator.h:423] Coordinator 0 connected to 6
I0914 15:28:42.369014 14379 Coordinator.h:383] Listener accepted connection from coordinator 6
I0914 15:28:42.369077 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.369081 14379 Coordinator.h:383] Listener accepted connection from coordinator 4
I0914 15:28:42.369082 14379 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0914 15:28:42.369081 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.369097 14365 Coordinator.h:423] Coordinator 0 connected to 7
I0914 15:28:42.369153 14365 Coordinator.h:435] Coordinator 0 connected to all peers.
I0914 15:28:42.369169 14365 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0914 15:28:42.369271 14365 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0914 15:28:42.369308 14380 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0914 15:28:42.369333 14365 Coordinator.h:146] Coordinator starts to run 3 workers.
I0914 15:28:42.369352 14381 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0914 15:28:42.369383 14382 Executor.h:74] Executor 0 starts.
I0914 15:28:42.369405 14382 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0914 15:28:42.369431 14384 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0914 15:28:42.369470 14383 Executor.h:74] Executor 1 starts.
I0914 15:28:42.369477 14383 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0914 15:28:43.369494 14365 Coordinator.h:237] commit: 136408 abort: 6416 (648/5399/369), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1965572, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 15:37:41.378368 14933 Coordinator.h:237] commit: 55876 abort: 4463 (279/3735/449), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 276788, avg network size: 4.95361, si_in_serializable: 0 0 %, local: 50.2649 %, local_access: 803450, local_cxl_access: 134008 (16.6791%), remote_access: 28612, remote_access_with_req: 9398 (32.8464%), data_move_in: 9216, n_data_move_out: 0
I0914 15:37:42.378719 14933 Coordinator.h:237] commit: 62660 abort: 4439 (306/3668/465), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 244392, avg network size: 3.90029, si_in_serializable: 0 0 %, local: 50.075 %, local_access: 896318, local_cxl_access: 188117 (20.9878%), remote_access: 31450, remote_access_with_req: 8310 (26.4229%), data_move_in: 8119, n_data_move_out: 0
I0914 15:37:43.379020 14933 Coordinator.h:237] commit: 64484 abort: 4582 (342/3788/452), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 211592, avg network size: 3.28131, si_in_serializable: 0 0 %, local: 50.0093 %, local_access: 921398, local_cxl_access: 219345 (23.8057%), remote_access: 32377, remote_access_with_req: 7202 (22.2442%), data_move_in: 6951, n_data_move_out: 0
I0914 15:37:44.379328 14933 Coordinator.h:237] commit: 66634 abort: 4529 (375/3734/420), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 186132, avg network size: 2.79335, si_in_serializable: 0 0 %, local: 50.2266 %, local_access: 947702, local_cxl_access: 244727 (25.8232%), remote_access: 33392, remote_access_with_req: 6341 (18.9896%), data_move_in: 6284, n_data_move_out: 0
I0914 15:37:45.379609 14933 Coordinator.h:237] commit: 69314 abort: 4402 (335/3668/399), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 171456, avg network size: 2.47361, si_in_serializable: 0 0 %, local: 50.0793 %, local_access: 980206, local_cxl_access: 268384 (27.3804%), remote_access: 34624, remote_access_with_req: 5844 (16.8785%), data_move_in: 5644, n_data_move_out: 0
I0914 15:37:46.379905 14933 Coordinator.h:237] commit: 70601 abort: 4339 (354/3567/418), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 154372, avg network size: 2.18654, si_in_serializable: 0 0 %, local: 50.1933 %, local_access: 998290, local_cxl_access: 285832 (28.6322%), remote_access: 35157, remote_access_with_req: 5267 (14.9814%), data_move_in: 5348, n_data_move_out: 0
I0914 15:37:47.380203 14933 Coordinator.h:237] commit: 71259 abort: 4371 (334/3672/365), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 140552, avg network size: 1.97241, si_in_serializable: 0 0 %, local: 50.2926 %, local_access: 1004396, local_cxl_access: 297431 (29.6129%), remote_access: 35702, remote_access_with_req: 4808 (13.467%), data_move_in: 4809, n_data_move_out: 0
I0914 15:37:48.380538 14933 Coordinator.h:237] commit: 71344 abort: 4283 (321/3595/367), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 128124, avg network size: 1.79586, si_in_serializable: 0 0 %, local: 50.5284 %, local_access: 1009080, local_cxl_access: 307895 (30.5124%), remote_access: 35802, remote_access_with_req: 4383 (12.2423%), data_move_in: 4296, n_data_move_out: 0
I0914 15:37:49.380833 14933 Coordinator.h:237] commit: 72871 abort: 4363 (362/3615/386), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 119016, avg network size: 1.63324, si_in_serializable: 0 0 %, local: 50.433 %, local_access: 1025159, local_cxl_access: 318876 (31.105%), remote_access: 36388, remote_access_with_req: 4070 (11.185%), data_move_in: 4023, n_data_move_out: 0
I0914 15:37:50.381142 14933 Coordinator.h:237] commit: 74061 abort: 4226 (393/3487/346), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 112604, avg network size: 1.52042, si_in_serializable: 0 0 %, local: 49.9939 %, local_access: 1042468, local_cxl_access: 330594 (31.7126%), remote_access: 36628, remote_access_with_req: 3856 (10.5275%), data_move_in: 3719, n_data_move_out: 0
I0914 15:37:51.381430 14933 Coordinator.h:237] commit: 74000 abort: 4253 (396/3520/337), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 106196, avg network size: 1.43508, si_in_serializable: 0 0 %, local: 50.1419 %, local_access: 1041404, local_cxl_access: 335911 (32.2556%), remote_access: 36708, remote_access_with_req: 3636 (9.9052%), data_move_in: 3495, n_data_move_out: 0
I0914 15:37:52.381760 14933 Coordinator.h:237] commit: 74715 abort: 4182 (393/3421/368), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96672, avg network size: 1.29388, si_in_serializable: 0 0 %, local: 50.3674 %, local_access: 1047943, local_cxl_access: 342350 (32.6688%), remote_access: 37177, remote_access_with_req: 3311 (8.90604%), data_move_in: 3373, n_data_move_out: 0
I0914 15:37:53.382066 14933 Coordinator.h:237] commit: 73995 abort: 4151 (350/3461/340), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 90804, avg network size: 1.22716, si_in_serializable: 0 0 %, local: 50.102 %, local_access: 1041773, local_cxl_access: 345495 (33.1641%), remote_access: 36812, remote_access_with_req: 3115 (8.46191%), data_move_in: 3243, n_data_move_out: 0
I0914 15:37:54.382395 14933 Coordinator.h:237] commit: 74352 abort: 4071 (363/3372/336), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 87724, avg network size: 1.17985, si_in_serializable: 0 0 %, local: 50.1627 %, local_access: 1049816, local_cxl_access: 352790 (33.6049%), remote_access: 36816, remote_access_with_req: 3013 (8.18394%), data_move_in: 2968, n_data_move_out: 0
I0914 15:37:55.382683 14933 Coordinator.h:237] commit: 74713 abort: 4049 (357/3329/363), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 83740, avg network size: 1.12082, si_in_serializable: 0 0 %, local: 50.2617 %, local_access: 1053921, local_cxl_access: 357325 (33.9043%), remote_access: 37084, remote_access_with_req: 2877 (7.75806%), data_move_in: 2890, n_data_move_out: 0
I0914 15:37:56.382998 14933 Coordinator.h:237] commit: 74450 abort: 4136 (373/3449/314), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 79076, avg network size: 1.06214, si_in_serializable: 0 0 %, local: 50.1437 %, local_access: 1047463, local_cxl_access: 357469 (34.1271%), remote_access: 36767, remote_access_with_req: 2711 (7.37346%), data_move_in: 2684, n_data_move_out: 0
I0914 15:37:57.383283 14933 Coordinator.h:237] commit: 74979 abort: 4024 (393/3271/360), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 74224, avg network size: 0.989931, si_in_serializable: 0 0 %, local: 49.9233 %, local_access: 1054578, local_cxl_access: 363317 (34.4514%), remote_access: 36825, remote_access_with_req: 2547 (6.9165%), data_move_in: 2467, n_data_move_out: 0
I0914 15:37:58.383617 14933 Coordinator.h:237] commit: 75166 abort: 4064 (359/3359/346), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 68360, avg network size: 0.909454, si_in_serializable: 0 0 %, local: 50.1876 %, local_access: 1056736, local_cxl_access: 366432 (34.6758%), remote_access: 37128, remote_access_with_req: 2349 (6.32676%), data_move_in: 2426, n_data_move_out: 0
I0914 15:37:59.383916 14933 Coordinator.h:237] commit: 74869 abort: 4079 (383/3407/289), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 67088, avg network size: 0.896072, si_in_serializable: 0 0 %, local: 49.9873 %, local_access: 1051529, local_cxl_access: 366914 (34.8934%), remote_access: 36877, remote_access_with_req: 2307 (6.25593%), data_move_in: 2362, n_data_move_out: 0
I0914 15:38:00.384246 14933 Coordinator.h:237] commit: 74946 abort: 4118 (391/3422/305), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 65388, avg network size: 0.872468, si_in_serializable: 0 0 %, local: 50.0894 %, local_access: 1049146, local_cxl_access: 368006 (35.0767%), remote_access: 36986, remote_access_with_req: 2245 (6.06986%), data_move_in: 2144, n_data_move_out: 0
I0914 15:38:01.384552 14933 Coordinator.h:237] commit: 75243 abort: 3954 (341/3339/274), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 60760, avg network size: 0.807517, si_in_serializable: 0 0 %, local: 50.4765 %, local_access: 1056178, local_cxl_access: 372299 (35.2496%), remote_access: 37248, remote_access_with_req: 2086 (5.6003%), data_move_in: 2074, n_data_move_out: 0
I0914 15:38:02.384877 14933 Coordinator.h:237] commit: 75599 abort: 3851 (372/3167/312), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 60528, avg network size: 0.800646, si_in_serializable: 0 0 %, local: 50.2758 %, local_access: 1058155, local_cxl_access: 374436 (35.3857%), remote_access: 37334, remote_access_with_req: 2081 (5.57401%), data_move_in: 2089, n_data_move_out: 0
I0914 15:38:03.385218 14933 Coordinator.h:237] commit: 74671 abort: 3867 (345/3208/314), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 60012, avg network size: 0.803686, si_in_serializable: 0 0 %, local: 50.4814 %, local_access: 1047260, local_cxl_access: 372768 (35.5946%), remote_access: 37073, remote_access_with_req: 2067 (5.57549%), data_move_in: 1939, n_data_move_out: 0
I0914 15:38:04.385545 14933 Coordinator.h:237] commit: 74763 abort: 3900 (366/3212/322), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 58692, avg network size: 0.785041, si_in_serializable: 0 0 %, local: 49.9632 %, local_access: 1051956, local_cxl_access: 376834 (35.8222%), remote_access: 36714, remote_access_with_req: 2020 (5.50199%), data_move_in: 1857, n_data_move_out: 0
I0914 15:38:05.385834 14933 Coordinator.h:237] commit: 74934 abort: 3906 (350/3261/295), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 52492, avg network size: 0.70051, si_in_serializable: 0 0 %, local: 50.5165 %, local_access: 1050643, local_cxl_access: 376792 (35.863%), remote_access: 37267, remote_access_with_req: 1806 (4.84611%), data_move_in: 1823, n_data_move_out: 0
I0914 15:38:06.386169 14933 Coordinator.h:237] commit: 74661 abort: 3934 (343/3266/325), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 50104, avg network size: 0.671087, si_in_serializable: 0 0 %, local: 50.361 %, local_access: 1051013, local_cxl_access: 379344 (36.0932%), remote_access: 37148, remote_access_with_req: 1725 (4.64359%), data_move_in: 1739, n_data_move_out: 0
I0914 15:38:07.386462 14933 Coordinator.h:237] commit: 74315 abort: 3835 (367/3177/291), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 49308, avg network size: 0.6635, si_in_serializable: 0 0 %, local: 50.2456 %, local_access: 1045632, local_cxl_access: 378534 (36.2015%), remote_access: 36833, remote_access_with_req: 1701 (4.61814%), data_move_in: 1670, n_data_move_out: 0
I0914 15:38:08.386646 14933 Coordinator.h:237] commit: 74378 abort: 3858 (393/3164/301), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 48816, avg network size: 0.656323, si_in_serializable: 0 0 %, local: 49.8427 %, local_access: 1046426, local_cxl_access: 379794 (36.2944%), remote_access: 36508, remote_access_with_req: 1678 (4.59625%), data_move_in: 1589, n_data_move_out: 0
I0914 15:38:09.386826 14933 Coordinator.h:237] commit: 75054 abort: 3793 (360/3148/285), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 45948, avg network size: 0.612199, si_in_serializable: 0 0 %, local: 50.1386 %, local_access: 1048491, local_cxl_access: 380310 (36.2721%), remote_access: 36953, remote_access_with_req: 1587 (4.29464%), data_move_in: 1568, n_data_move_out: 0
I0914 15:38:10.387149 14933 Coordinator.h:237] commit: 74765 abort: 3797 (358/3168/271), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 44360, avg network size: 0.593326, si_in_serializable: 0 0 %, local: 50.208 %, local_access: 1051730, local_cxl_access: 384220 (36.5322%), remote_access: 36858, remote_access_with_req: 1528 (4.14564%), data_move_in: 1527, n_data_move_out: 0
I0914 15:38:11.387456 14933 Coordinator.h:237] commit: 75007 abort: 3742 (353/3116/273), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 42784, avg network size: 0.5704, si_in_serializable: 0 0 %, local: 50.106 %, local_access: 1049512, local_cxl_access: 383817 (36.571%), remote_access: 36910, remote_access_with_req: 1475 (3.99621%), data_move_in: 1353, n_data_move_out: 0
I0914 15:38:12.387794 14933 Coordinator.h:237] commit: 74421 abort: 3768 (374/3116/278), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 42048, avg network size: 0.565002, si_in_serializable: 0 0 %, local: 50.0732 %, local_access: 1045412, local_cxl_access: 383630 (36.6965%), remote_access: 36636, remote_access_with_req: 1446 (3.94694%), data_move_in: 1416, n_data_move_out: 0
I0914 15:38:13.388094 14933 Coordinator.h:237] commit: 74230 abort: 3829 (379/3150/300), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 39764, avg network size: 0.535686, si_in_serializable: 0 0 %, local: 50.6291 %, local_access: 1040835, local_cxl_access: 381879 (36.6897%), remote_access: 36986, remote_access_with_req: 1371 (3.70681%), data_move_in: 1354, n_data_move_out: 0
I0914 15:38:14.388412 14933 Coordinator.h:237] commit: 74715 abort: 3762 (377/3116/269), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 36648, avg network size: 0.490504, si_in_serializable: 0 0 %, local: 49.9311 %, local_access: 1046192, local_cxl_access: 385055 (36.8054%), remote_access: 36566, remote_access_with_req: 1265 (3.4595%), data_move_in: 1346, n_data_move_out: 0
I0914 15:38:15.388597 14933 Coordinator.h:237] commit: 74265 abort: 3758 (369/3108/281), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 37288, avg network size: 0.502094, si_in_serializable: 0 0 %, local: 49.9845 %, local_access: 1044172, local_cxl_access: 386088 (36.9755%), remote_access: 36441, remote_access_with_req: 1286 (3.52899%), data_move_in: 1291, n_data_move_out: 0
I0914 15:38:16.388789 14933 Coordinator.h:237] commit: 74488 abort: 3740 (349/3103/288), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 36504, avg network size: 0.490066, si_in_serializable: 0 0 %, local: 50.2685 %, local_access: 1041252, local_cxl_access: 385121 (36.9863%), remote_access: 36739, remote_access_with_req: 1260 (3.4296%), data_move_in: 1216, n_data_move_out: 0
I0914 15:38:17.388973 14933 Coordinator.h:237] commit: 74704 abort: 3732 (344/3101/287), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 34416, avg network size: 0.460698, si_in_serializable: 0 0 %, local: 50.0857 %, local_access: 1044813, local_cxl_access: 386724 (37.0137%), remote_access: 36707, remote_access_with_req: 1189 (3.23916%), data_move_in: 1203, n_data_move_out: 0
I0914 15:38:18.389175 14933 Coordinator.h:237] commit: 74354 abort: 3794 (355/3161/278), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 34092, avg network size: 0.458509, si_in_serializable: 0 0 %, local: 50.2286 %, local_access: 1036121, local_cxl_access: 383658 (37.0283%), remote_access: 36834, remote_access_with_req: 1175 (3.18999%), data_move_in: 1222, n_data_move_out: 0
I0914 15:38:19.389354 14933 Coordinator.h:237] commit: 73985 abort: 3729 (375/3098/256), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 32952, avg network size: 0.445388, si_in_serializable: 0 0 %, local: 50.4778 %, local_access: 1039814, local_cxl_access: 386658 (37.1853%), remote_access: 36566, remote_access_with_req: 1136 (3.10671%), data_move_in: 1165, n_data_move_out: 0
I0914 15:38:20.389670 14933 Coordinator.h:237] commit: 74350 abort: 3699 (352/3089/258), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 31828, avg network size: 0.428083, si_in_serializable: 0 0 %, local: 50.234 %, local_access: 1038575, local_cxl_access: 386003 (37.1666%), remote_access: 36676, remote_access_with_req: 1102 (3.00469%), data_move_in: 1167, n_data_move_out: 0
I0914 15:38:21.390007 14933 Coordinator.h:237] commit: 73500 abort: 3737 (389/3087/261), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 33156, avg network size: 0.451102, si_in_serializable: 0 0 %, local: 50.0395 %, local_access: 1034692, local_cxl_access: 386083 (37.3138%), remote_access: 36110, remote_access_with_req: 1141 (3.15979%), data_move_in: 1093, n_data_move_out: 0
I0914 15:38:22.390338 14933 Coordinator.h:237] commit: 74230 abort: 3689 (362/3083/244), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 31136, avg network size: 0.419453, si_in_serializable: 0 0 %, local: 50.3516 %, local_access: 1034983, local_cxl_access: 385921 (37.2877%), remote_access: 36660, remote_access_with_req: 1074 (2.92962%), data_move_in: 987, n_data_move_out: 0
