killing previous experiments...
initializing cxl memory...
I0914 14:57:17.155953 12391 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0914 14:57:17.155990 12391 Database.h:166] creating hash tables for database...
I0914 14:57:17.159739 12391 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0914 14:57:17.159961 12391 Database.h:146] district initialization finished in 0 milliseconds.
I0914 14:57:17.235977 12391 Database.h:146] customer initialization finished in 76 milliseconds.
I0914 14:57:17.250433 12391 Database.h:146] customer_name_idx initialization finished in 14 milliseconds.
I0914 14:57:17.292694 12391 Database.h:146] item initialization finished in 42 milliseconds.
I0914 14:57:17.460824 12391 Database.h:146] stock initialization finished in 168 milliseconds.
I0914 14:57:17.497403 12391 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0914 14:57:17.497417 12391 Coordinator.h:42] Coordinator initializes 2 workers.
I0914 14:57:17.499179 12391 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0914 14:57:17.499352 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.500507 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.501682 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.502862 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.504040 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.505187 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.506328 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.507475 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.508622 12391 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 503 Bytes)
I0914 14:57:17.508754 12405 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0914 14:57:17.508874 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.508888 12391 Coordinator.h:423] Coordinator 0 connected to 1
I0914 14:57:17.508955 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.508957 12391 Coordinator.h:423] Coordinator 0 connected to 2
I0914 14:57:17.509033 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509037 12391 Coordinator.h:423] Coordinator 0 connected to 3
I0914 14:57:17.509352 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509361 12405 Coordinator.h:383] Listener accepted connection from coordinator 5
I0914 14:57:17.509367 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509368 12405 Coordinator.h:383] Listener accepted connection from coordinator 1
I0914 14:57:17.509368 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509375 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509389 12405 Coordinator.h:383] Listener accepted connection from coordinator 3
I0914 14:57:17.509384 12391 Coordinator.h:423] Coordinator 0 connected to 4
I0914 14:57:17.509394 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509402 12405 Coordinator.h:383] Listener accepted connection from coordinator 4
I0914 14:57:17.509406 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509408 12405 Coordinator.h:383] Listener accepted connection from coordinator 2
I0914 14:57:17.509466 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509469 12391 Coordinator.h:423] Coordinator 0 connected to 5
I0914 14:57:17.509583 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509588 12391 Coordinator.h:423] Coordinator 0 connected to 6
I0914 14:57:17.509671 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509683 12391 Coordinator.h:423] Coordinator 0 connected to 7
I0914 14:57:22.509250 12405 Socket.h:69] Disabling nagle
I0914 14:57:22.509258 12405 Coordinator.h:383] Listener accepted connection from coordinator 7
I0914 14:57:22.509418 12405 Socket.h:69] Disabling nagle
I0914 14:57:22.509423 12405 Coordinator.h:383] Listener accepted connection from coordinator 6
I0914 14:57:22.509423 12405 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0914 14:57:22.509493 12391 Coordinator.h:435] Coordinator 0 connected to all peers.
I0914 14:57:22.509518 12391 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0914 14:57:22.509531 12391 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0914 14:57:22.509585 12406 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0914 14:57:22.509606 12391 Coordinator.h:146] Coordinator starts to run 3 workers.
I0914 14:57:22.509624 12407 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0914 14:57:22.509675 12408 Executor.h:74] Executor 0 starts.
I0914 14:57:22.509714 12408 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0914 14:57:22.509729 12410 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0914 14:57:22.509766 12409 Executor.h:74] Executor 1 starts.
I0914 14:57:22.509773 12409 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0914 14:57:23.509788 12391 Coordinator.h:237] commit: 136332 abort: 6437 (718/5324/395), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1971189, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 15:04:10.537259 12814 Coordinator.h:237] commit: 84070 abort: 4787 (423/3984/380), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 168424, avg network size: 2.00338, si_in_serializable: 0 0 %, local: 37.6567 %, local_access: 1190485, local_cxl_access: 314159 (26.3892%), remote_access: 31361, remote_access_with_req: 5745 (18.3189%), data_move_in: 5964, n_data_move_out: 0
I0914 15:04:11.537364 12814 Coordinator.h:237] commit: 83536 abort: 4710 (386/3924/400), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 157848, avg network size: 1.88958, si_in_serializable: 0 0 %, local: 37.9752 %, local_access: 1187756, local_cxl_access: 330417 (27.8186%), remote_access: 31468, remote_access_with_req: 5381 (17.0999%), data_move_in: 5182, n_data_move_out: 0
I0914 15:04:12.537468 12814 Coordinator.h:237] commit: 84488 abort: 4623 (441/3797/385), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 140876, avg network size: 1.66741, si_in_serializable: 0 0 %, local: 37.8196 %, local_access: 1198408, local_cxl_access: 346576 (28.9197%), remote_access: 31640, remote_access_with_req: 4809 (15.1991%), data_move_in: 4707, n_data_move_out: 0
I0914 15:04:13.537572 12814 Coordinator.h:237] commit: 84599 abort: 4616 (397/3861/358), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 126452, avg network size: 1.49472, si_in_serializable: 0 0 %, local: 37.6931 %, local_access: 1200645, local_cxl_access: 358046 (29.8211%), remote_access: 31628, remote_access_with_req: 4322 (13.6651%), data_move_in: 4321, n_data_move_out: 0
I0914 15:04:14.537658 12814 Coordinator.h:237] commit: 84390 abort: 4634 (407/3868/359), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 116736, avg network size: 1.38329, si_in_serializable: 0 0 %, local: 37.7497 %, local_access: 1199938, local_cxl_access: 368578 (30.7164%), remote_access: 31446, remote_access_with_req: 3993 (12.698%), data_move_in: 3922, n_data_move_out: 0
I0914 15:04:15.537766 12814 Coordinator.h:237] commit: 85178 abort: 4436 (409/3650/377), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 104524, avg network size: 1.22712, si_in_serializable: 0 0 %, local: 37.7527 %, local_access: 1208394, local_cxl_access: 378775 (31.3453%), remote_access: 31632, remote_access_with_req: 3576 (11.305%), data_move_in: 3665, n_data_move_out: 0
I0914 15:04:16.537871 12814 Coordinator.h:237] commit: 84180 abort: 4507 (418/3753/336), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 99196, avg network size: 1.17838, si_in_serializable: 0 0 %, local: 38.1064 %, local_access: 1190218, local_cxl_access: 379070 (31.8488%), remote_access: 31616, remote_access_with_req: 3391 (10.7256%), data_move_in: 3344, n_data_move_out: 0
I0914 15:04:17.537976 12814 Coordinator.h:237] commit: 84951 abort: 4381 (384/3622/375), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 91924, avg network size: 1.08208, si_in_serializable: 0 0 %, local: 37.4263 %, local_access: 1204082, local_cxl_access: 389691 (32.3642%), remote_access: 31259, remote_access_with_req: 3149 (10.0739%), data_move_in: 3217, n_data_move_out: 0
I0914 15:04:18.538080 12814 Coordinator.h:237] commit: 84434 abort: 4315 (382/3600/333), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 86928, avg network size: 1.02954, si_in_serializable: 0 0 %, local: 37.7502 %, local_access: 1201040, local_cxl_access: 394986 (32.887%), remote_access: 31321, remote_access_with_req: 2981 (9.51758%), data_move_in: 2990, n_data_move_out: 0
I0914 15:04:19.538187 12814 Coordinator.h:237] commit: 84601 abort: 4380 (437/3600/343), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 81608, avg network size: 0.964622, si_in_serializable: 0 0 %, local: 38.0055 %, local_access: 1191529, local_cxl_access: 394770 (33.1314%), remote_access: 31643, remote_access_with_req: 2795 (8.83292%), data_move_in: 2871, n_data_move_out: 0
I0914 15:04:20.538291 12814 Coordinator.h:237] commit: 84342 abort: 4329 (425/3547/357), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 79160, avg network size: 0.93856, si_in_serializable: 0 0 %, local: 37.7771 %, local_access: 1195544, local_cxl_access: 401233 (33.5607%), remote_access: 31484, remote_access_with_req: 2717 (8.62978%), data_move_in: 2649, n_data_move_out: 0
I0914 15:04:21.538496 12814 Coordinator.h:237] commit: 83874 abort: 4257 (417/3518/322), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 75048, avg network size: 0.894771, si_in_serializable: 0 0 %, local: 37.8282 %, local_access: 1191748, local_cxl_access: 404292 (33.9243%), remote_access: 31207, remote_access_with_req: 2568 (8.22892%), data_move_in: 2577, n_data_move_out: 0
I0914 15:04:22.538698 12814 Coordinator.h:237] commit: 84356 abort: 4248 (392/3520/336), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 70264, avg network size: 0.832946, si_in_serializable: 0 0 %, local: 37.7033 %, local_access: 1192857, local_cxl_access: 406219 (34.0543%), remote_access: 31222, remote_access_with_req: 2415 (7.73493%), data_move_in: 2369, n_data_move_out: 0
I0914 15:04:23.538897 12814 Coordinator.h:237] commit: 83935 abort: 4298 (454/3534/310), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 66508, avg network size: 0.792375, si_in_serializable: 0 0 %, local: 37.7113 %, local_access: 1190205, local_cxl_access: 409225 (34.3827%), remote_access: 31015, remote_access_with_req: 2281 (7.35451%), data_move_in: 2260, n_data_move_out: 0
I0914 15:04:24.539106 12814 Coordinator.h:237] commit: 84270 abort: 4195 (426/3429/340), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 62588, avg network size: 0.742708, si_in_serializable: 0 0 %, local: 37.5282 %, local_access: 1191402, local_cxl_access: 412197 (34.5976%), remote_access: 31089, remote_access_with_req: 2148 (6.9092%), data_move_in: 2162, n_data_move_out: 0
I0914 15:04:25.539306 12814 Coordinator.h:237] commit: 83398 abort: 4224 (432/3448/344), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 63052, avg network size: 0.756037, si_in_serializable: 0 0 %, local: 37.8294 %, local_access: 1177003, local_cxl_access: 410265 (34.8568%), remote_access: 30982, remote_access_with_req: 2168 (6.99761%), data_move_in: 2088, n_data_move_out: 0
I0914 15:04:26.539501 12814 Coordinator.h:237] commit: 84598 abort: 4112 (386/3424/302), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 56860, avg network size: 0.67212, si_in_serializable: 0 0 %, local: 37.3803 %, local_access: 1193337, local_cxl_access: 417618 (34.9958%), remote_access: 31022, remote_access_with_req: 1955 (6.30198%), data_move_in: 1999, n_data_move_out: 0
I0914 15:04:27.539701 12814 Coordinator.h:237] commit: 83701 abort: 4259 (389/3578/292), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 54708, avg network size: 0.653612, si_in_serializable: 0 0 %, local: 37.4297 %, local_access: 1180116, local_cxl_access: 415299 (35.1914%), remote_access: 30852, remote_access_with_req: 1881 (6.09685%), data_move_in: 1918, n_data_move_out: 0
I0914 15:04:28.539897 12814 Coordinator.h:237] commit: 82652 abort: 4188 (433/3449/306), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 54896, avg network size: 0.664182, si_in_serializable: 0 0 %, local: 37.4014 %, local_access: 1174696, local_cxl_access: 417217 (35.517%), remote_access: 30312, remote_access_with_req: 1882 (6.20876%), data_move_in: 1886, n_data_move_out: 0
I0914 15:04:29.540243 12814 Coordinator.h:237] commit: 83001 abort: 4229 (427/3506/296), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 49456, avg network size: 0.595848, si_in_serializable: 0 0 %, local: 37.6044 %, local_access: 1175372, local_cxl_access: 418519 (35.6074%), remote_access: 30698, remote_access_with_req: 1702 (5.54434%), data_move_in: 1809, n_data_move_out: 0
I0914 15:04:30.540601 12814 Coordinator.h:237] commit: 83472 abort: 4042 (404/3317/321), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 49740, avg network size: 0.595888, si_in_serializable: 0 0 %, local: 37.4689 %, local_access: 1182707, local_cxl_access: 423589 (35.8152%), remote_access: 30728, remote_access_with_req: 1712 (5.57147%), data_move_in: 1717, n_data_move_out: 0
I0914 15:04:31.540930 12814 Coordinator.h:237] commit: 82526 abort: 4099 (400/3413/286), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 49604, avg network size: 0.601071, si_in_serializable: 0 0 %, local: 37.9759 %, local_access: 1167199, local_cxl_access: 418191 (35.8286%), remote_access: 30775, remote_access_with_req: 1707 (5.54671%), data_move_in: 1658, n_data_move_out: 0
I0914 15:04:32.541148 12814 Coordinator.h:237] commit: 82934 abort: 4154 (394/3482/278), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 45868, avg network size: 0.553066, si_in_serializable: 0 0 %, local: 37.73 %, local_access: 1170735, local_cxl_access: 421115 (35.9701%), remote_access: 30742, remote_access_with_req: 1581 (5.1428%), data_move_in: 1574, n_data_move_out: 0
I0914 15:04:33.541347 12814 Coordinator.h:237] commit: 82186 abort: 4139 (419/3405/315), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 44296, avg network size: 0.538973, si_in_serializable: 0 0 %, local: 37.639 %, local_access: 1169267, local_cxl_access: 422882 (36.1664%), remote_access: 30432, remote_access_with_req: 1519 (4.99146%), data_move_in: 1648, n_data_move_out: 0
I0914 15:04:34.541553 12814 Coordinator.h:237] commit: 82621 abort: 4079 (423/3362/294), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 40984, avg network size: 0.496048, si_in_serializable: 0 0 %, local: 37.5461 %, local_access: 1170509, local_cxl_access: 425045 (36.3128%), remote_access: 30375, remote_access_with_req: 1413 (4.65185%), data_move_in: 1515, n_data_move_out: 0
I0914 15:04:35.541756 12814 Coordinator.h:237] commit: 82241 abort: 4119 (416/3411/292), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 42304, avg network size: 0.514391, si_in_serializable: 0 0 %, local: 37.8096 %, local_access: 1160203, local_cxl_access: 420764 (36.2664%), remote_access: 30598, remote_access_with_req: 1454 (4.75194%), data_move_in: 1421, n_data_move_out: 0
I0914 15:04:36.541955 12814 Coordinator.h:237] commit: 81909 abort: 4115 (396/3385/334), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 39836, avg network size: 0.486345, si_in_serializable: 0 0 %, local: 37.6064 %, local_access: 1156984, local_cxl_access: 422048 (36.4783%), remote_access: 30324, remote_access_with_req: 1370 (4.51787%), data_move_in: 1378, n_data_move_out: 0
I0914 15:04:37.542151 12814 Coordinator.h:237] commit: 81977 abort: 4069 (422/3356/291), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 39312, avg network size: 0.479549, si_in_serializable: 0 0 %, local: 37.8094 %, local_access: 1159649, local_cxl_access: 424114 (36.5726%), remote_access: 30423, remote_access_with_req: 1351 (4.44072%), data_move_in: 1353, n_data_move_out: 0
I0914 15:04:38.542353 12814 Coordinator.h:237] commit: 82118 abort: 3994 (391/3334/269), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 38660, avg network size: 0.470786, si_in_serializable: 0 0 %, local: 37.798 %, local_access: 1163618, local_cxl_access: 427171 (36.7106%), remote_access: 30419, remote_access_with_req: 1333 (4.38213%), data_move_in: 1274, n_data_move_out: 0
I0914 15:04:39.542551 12814 Coordinator.h:237] commit: 81883 abort: 3961 (396/3276/289), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 37832, avg network size: 0.462025, si_in_serializable: 0 0 %, local: 37.7502 %, local_access: 1162394, local_cxl_access: 427825 (36.8055%), remote_access: 30338, remote_access_with_req: 1302 (4.29165%), data_move_in: 1289, n_data_move_out: 0
I0914 15:04:40.542721 12814 Coordinator.h:237] commit: 81667 abort: 4070 (433/3340/297), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 36004, avg network size: 0.440864, si_in_serializable: 0 0 %, local: 37.7301 %, local_access: 1155076, local_cxl_access: 425828 (36.8658%), remote_access: 30257, remote_access_with_req: 1242 (4.10484%), data_move_in: 1192, n_data_move_out: 0
I0914 15:04:41.542920 12814 Coordinator.h:237] commit: 81831 abort: 4026 (394/3346/286), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 35756, avg network size: 0.436949, si_in_serializable: 0 0 %, local: 37.7546 %, local_access: 1153041, local_cxl_access: 424222 (36.7916%), remote_access: 30378, remote_access_with_req: 1229 (4.04569%), data_move_in: 1265, n_data_move_out: 0
I0914 15:04:42.543120 12814 Coordinator.h:237] commit: 81451 abort: 4038 (447/3298/293), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 34960, avg network size: 0.429215, si_in_serializable: 0 0 %, local: 37.8043 %, local_access: 1147575, local_cxl_access: 423845 (36.934%), remote_access: 30224, remote_access_with_req: 1203 (3.98028%), data_move_in: 1131, n_data_move_out: 0
I0914 15:04:43.543321 12814 Coordinator.h:237] commit: 81509 abort: 3974 (392/3300/282), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 33000, avg network size: 0.404863, si_in_serializable: 0 0 %, local: 37.6498 %, local_access: 1147793, local_cxl_access: 424710 (37.0023%), remote_access: 30137, remote_access_with_req: 1138 (3.77609%), data_move_in: 1190, n_data_move_out: 0
I0914 15:04:44.543521 12814 Coordinator.h:237] commit: 81389 abort: 3934 (396/3273/265), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 34360, avg network size: 0.42217, si_in_serializable: 0 0 %, local: 37.5874 %, local_access: 1149023, local_cxl_access: 426739 (37.1393%), remote_access: 29953, remote_access_with_req: 1186 (3.95954%), data_move_in: 1078, n_data_move_out: 0
I0914 15:04:45.543722 12814 Coordinator.h:237] commit: 81547 abort: 3882 (396/3196/290), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 32856, avg network size: 0.402909, si_in_serializable: 0 0 %, local: 37.7794 %, local_access: 1150123, local_cxl_access: 428041 (37.217%), remote_access: 30203, remote_access_with_req: 1135 (3.7579%), data_move_in: 1086, n_data_move_out: 0
I0914 15:04:46.543922 12814 Coordinator.h:237] commit: 80964 abort: 4033 (425/3302/306), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 31584, avg network size: 0.390099, si_in_serializable: 0 0 %, local: 37.5772 %, local_access: 1146012, local_cxl_access: 427399 (37.2945%), remote_access: 29797, remote_access_with_req: 1084 (3.63795%), data_move_in: 1139, n_data_move_out: 0
I0914 15:04:47.544122 12814 Coordinator.h:237] commit: 81252 abort: 3924 (372/3277/275), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 29000, avg network size: 0.356914, si_in_serializable: 0 0 %, local: 37.8674 %, local_access: 1141943, local_cxl_access: 425464 (37.2579%), remote_access: 30202, remote_access_with_req: 1003 (3.32097%), data_move_in: 1033, n_data_move_out: 0
I0914 15:04:48.544325 12814 Coordinator.h:237] commit: 81155 abort: 3948 (415/3265/268), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 27760, avg network size: 0.342061, si_in_serializable: 0 0 %, local: 37.5972 %, local_access: 1146973, local_cxl_access: 429355 (37.4337%), remote_access: 29870, remote_access_with_req: 954 (3.19384%), data_move_in: 990, n_data_move_out: 0
I0914 15:04:49.544528 12814 Coordinator.h:237] commit: 80978 abort: 3902 (375/3222/305), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 28272, avg network size: 0.349132, si_in_serializable: 0 0 %, local: 37.73 %, local_access: 1142953, local_cxl_access: 428048 (37.4511%), remote_access: 29984, remote_access_with_req: 974 (3.2484%), data_move_in: 920, n_data_move_out: 0
I0914 15:04:50.544728 12814 Coordinator.h:237] commit: 80814 abort: 3944 (426/3254/264), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 28680, avg network size: 0.354889, si_in_serializable: 0 0 %, local: 37.465 %, local_access: 1138157, local_cxl_access: 426996 (37.5164%), remote_access: 29683, remote_access_with_req: 991 (3.33861%), data_move_in: 995, n_data_move_out: 0
I0914 15:04:51.544929 12814 Coordinator.h:237] commit: 80768 abort: 3908 (396/3250/262), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 27284, avg network size: 0.337807, si_in_serializable: 0 0 %, local: 37.7204 %, local_access: 1141990, local_cxl_access: 429073 (37.5724%), remote_access: 29870, remote_access_with_req: 941 (3.15032%), data_move_in: 893, n_data_move_out: 0
