killing previous experiments...
initializing cxl memory...
I0913 22:21:43.800396 80727 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0913 22:21:43.800441 80727 Database.h:166] creating hash tables for database...
I0913 22:21:43.805200 80727 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0913 22:21:43.805351 80727 Database.h:146] district initialization finished in 0 milliseconds.
I0913 22:21:43.936468 80727 Database.h:146] customer initialization finished in 131 milliseconds.
I0913 22:21:43.953995 80727 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0913 22:21:44.021612 80727 Database.h:146] item initialization finished in 67 milliseconds.
I0913 22:21:44.302776 80727 Database.h:146] stock initialization finished in 281 milliseconds.
I0913 22:21:44.350594 80727 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0913 22:21:44.350610 80727 Coordinator.h:42] Coordinator initializes 2 workers.
I0913 22:21:44.350841 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.359946 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.369020 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.378136 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.387351 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.396521 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.405709 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.414938 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.424134 80727 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 8183 Bytes)
I0913 22:21:44.424389 80741 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0913 22:21:44.424459 80727 Coordinator.h:414] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0913 22:21:49.424732 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424731 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.424747 80741 Coordinator.h:383] Listener accepted connection from coordinator 1
I0913 22:21:49.424757 80727 Coordinator.h:423] Coordinator 0 connected to 1
I0913 22:21:49.424768 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424772 80741 Coordinator.h:383] Listener accepted connection from coordinator 5
I0913 22:21:49.424777 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424779 80741 Coordinator.h:383] Listener accepted connection from coordinator 2
I0913 22:21:49.424784 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424786 80741 Coordinator.h:383] Listener accepted connection from coordinator 6
I0913 22:21:49.424791 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424793 80741 Coordinator.h:383] Listener accepted connection from coordinator 4
I0913 22:21:49.424800 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424803 80741 Coordinator.h:383] Listener accepted connection from coordinator 7
I0913 22:21:49.424808 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424810 80741 Coordinator.h:383] Listener accepted connection from coordinator 3
I0913 22:21:49.424811 80741 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0913 22:21:49.424868 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.424881 80727 Coordinator.h:423] Coordinator 0 connected to 2
I0913 22:21:49.424964 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.424968 80727 Coordinator.h:423] Coordinator 0 connected to 3
I0913 22:21:49.425041 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425045 80727 Coordinator.h:423] Coordinator 0 connected to 4
I0913 22:21:49.425102 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425105 80727 Coordinator.h:423] Coordinator 0 connected to 5
I0913 22:21:49.425161 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425169 80727 Coordinator.h:423] Coordinator 0 connected to 6
I0913 22:21:49.425225 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425230 80727 Coordinator.h:423] Coordinator 0 connected to 7
I0913 22:21:49.425240 80727 Coordinator.h:435] Coordinator 0 connected to all peers.
I0913 22:21:49.425256 80727 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0913 22:21:49.425395 80727 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0913 22:21:49.425436 80742 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0913 22:21:49.425469 80727 Coordinator.h:146] Coordinator starts to run 3 workers.
I0913 22:21:49.425496 80743 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0913 22:21:49.425695 80744 Executor.h:74] Executor 0 starts.
I0913 22:21:49.425734 80744 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0913 22:21:49.425812 80745 Executor.h:74] Executor 1 starts.
I0913 22:21:49.425843 80746 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0913 22:21:49.425848 80745 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0913 22:21:50.425900 80727 Coordinator.h:237] commit: 103770 abort: 5259 (488/4453/318), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:29:25.845211 81151 Coordinator.h:237] commit: 12821 abort: 4302 (62/3995/245), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4923664, avg network size: 384.031, si_in_serializable: 0 0 %, local: 2.6285 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:29:26.845314 81151 Coordinator.h:237] commit: 12289 abort: 3911 (53/3641/217), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4763352, avg network size: 387.611, si_in_serializable: 0 0 %, local: 2.53886 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:29:27.845408 81151 Coordinator.h:237] commit: 12585 abort: 4181 (51/3944/186), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4894677, avg network size: 388.929, si_in_serializable: 0 0 %, local: 2.31228 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:29:28.845507 81151 Coordinator.h:237] commit: 13258 abort: 3980 (67/3703/210), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5050668, avg network size: 380.952, si_in_serializable: 0 0 %, local: 2.00634 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:29:28.845537 81151 Coordinator.h:275] average commit: 12498.8 abort: 3901.6 (57.8/3620.53/223.267), abort_rate: 0.224608, network size: 143225643, avg network size: 381.972, si_in_serializable: 0 0 %, local: 2.47997 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, data_move_out: 0
I0913 22:29:28.845549 81151 Executor.h:199] Worker 0 latency: 31 us (50%) 253 us (75%) 581 us (95%) 1026 us (99%). dist txn latency: 279 us (50%) 404 us (75%) 783 us (95%) 1226 us (99%)  avg 341 us . local txn latency: 19 us (50%) 31 us (75%) 263 us (95%) 643 us (99%)  avg 49 us. txn commit latency: 57 us (50%) 269 us (75%) 615 us (95%) 1049 us (99%) avg 176 us.
 LOCAL txn stall 20201 us,  local_work 8 us,  remote_work 0 us,  commit_work 7 us,  commit_prepare 3 us,  commit_persistence 0 us,  commit_write_back 1 us,  commit_replication 0 us,  commit_release_lock 0 us 
 DIST txn stall 36365 us,  local_work 5 us,  remote_work 113 us,  commit_work 186 us,  commit_prepare 92 us,  commit_persistence 0 us,  commit_write_back 91 us,  commit_replication 0 us,  commit_release_lock 0 us 
I0913 22:29:28.849087 81151 Executor.h:230] message stats, type: 0 count: 0 total size: 0
I0913 22:29:28.849179 81151 Executor.h:230] message stats, type: 1 count: 0 total size: 0
I0913 22:29:28.849256 81151 Executor.h:230] message stats, type: 2 count: 0 total size: 0
I0913 22:29:28.849330 81151 Executor.h:230] message stats, type: 3 count: 0 total size: 0
I0913 22:29:28.849403 81151 Executor.h:230] message stats, type: 4 count: 0 total size: 0
I0913 22:29:28.849478 81151 Executor.h:230] message stats, type: 5 count: 0 total size: 0
I0913 22:29:28.849551 81151 Executor.h:230] message stats, type: 6 count: 0 total size: 0
I0913 22:29:28.849625 81151 Executor.h:230] message stats, type: 7 count: 0 total size: 0
I0913 22:29:28.849697 81151 Executor.h:230] message stats, type: 8 count: 0 total size: 0
I0913 22:29:28.849771 81151 Executor.h:230] message stats, type: 9 count: 0 total size: 0
I0913 22:29:28.849844 81151 Executor.h:230] message stats, type: 10 count: 200910 total size: 123722712
I0913 22:29:28.849918 81151 Executor.h:230] message stats, type: 11 count: 199983 total size: 1799847
I0913 22:29:28.849992 81151 Executor.h:230] message stats, type: 12 count: 0 total size: 0
I0913 22:29:28.850064 81151 Executor.h:230] message stats, type: 13 count: 197686 total size: 71726990
I0913 22:29:28.850137 81151 Executor.h:230] message stats, type: 14 count: 199983 total size: 1599864
I0913 22:29:28.850205 81151 Executor.h:230] message stats, type: 15 count: 0 total size: 0
I0913 22:29:28.850286 81151 Executor.h:230] message stats, type: 16 count: 0 total size: 0
I0913 22:29:28.850370 81151 Executor.h:230] message stats, type: 17 count: 0 total size: 0
I0913 22:29:28.850440 81151 Executor.h:230] message stats, type: 18 count: 249495 total size: 7908807
I0913 22:29:28.850505 81151 Executor.h:230] message stats, type: 19 count: 252612 total size: 149475580
I0913 22:29:28.850575 81151 Executor.h:230] message stats, type: 20 count: 0 total size: 0
I0913 22:29:28.850647 81151 Executor.h:230] message stats, type: 21 count: 0 total size: 0
I0913 22:29:28.850715 81151 Executor.h:230] message stats, type: 22 count: 245991 total size: 7547380
I0913 22:29:28.855392 81168 Executor.h:194] Executor 0 exits.
I0913 22:29:28.855392 81169 Executor.h:194] Executor 1 exits.
I0913 22:29:28.855837 81151 Executor.h:199] Worker 1 latency: 32 us (50%) 258 us (75%) 570 us (95%) 970 us (99%). dist txn latency: 281 us (50%) 402 us (75%) 753 us (95%) 1212 us (99%)  avg 337 us . local txn latency: 19 us (50%) 31 us (75%) 267 us (95%) 606 us (99%)  avg 49 us. txn commit latency: 57 us (50%) 267 us (75%) 607 us (95%) 1023 us (99%) avg 175 us.
 LOCAL txn stall 21207 us,  local_work 8 us,  remote_work 0 us,  commit_work 7 us,  commit_prepare 3 us,  commit_persistence 0 us,  commit_write_back 1 us,  commit_replication 0 us,  commit_release_lock 0 us 
 DIST txn stall 37920 us,  local_work 5 us,  remote_work 114 us,  commit_work 188 us,  commit_prepare 93 us,  commit_persistence 0 us,  commit_write_back 92 us,  commit_replication 0 us,  commit_release_lock 0 us 
I0913 22:29:28.859232 81170 Manager.h:228] Manager(worker id = 2) on the coordinator node exits.
I0913 22:29:28.859414 81151 CXLMemory.h:132] CXL memory usage: size_index_usage: 0 size_index_allocation: 0 size_index_free: 0 size_data_usage: 0 size_data_allocation: 0 size_data_free: 0 size_transport_usage: 268435904 size_transport_allocation: 268435904 size_transport_free: 0
I0913 22:29:28.859434 81151 Coordinator.h:492] Global Stats: total_commit: 98620.9 total_size_index_usage: 0 total_size_data_usage: 0 total_size_transport_usage: 268435904
I0913 22:29:29.859520 81166 Dispatcher.h:153] Incoming Dispatcher exits, network size: 895986735. socket_message_recv_latency(50th) 2 socket_message_recv_latency(75th) 2 socket_message_recv_latency(95th) 5 socket_message_recv_latency(99th) 9 internal_message_recv_latency(50th) 0 socket_message_recv_cnt 108195 socket_read_syscall 131973549 internal_message_recv_cnt 0
I0913 22:29:29.859531 81167 Dispatcher.h:268] Outgoing Dispatcher exits, network size: 896416473. msg_send_latency(50th) 0 msg_send_latency(75th) 0 msg_send_latency(95th) 0 msg_send_latency(99th) 0 msg_send_latency(avg) 0 msg_gen_to_sent_latency(50th) 24 msg_gen_to_sent_latency(75th) 104 msg_gen_to_sent_latency(95th) 1259 msg_gen_to_sent_latency(99th) 3731 msg_gen_to_queue_latency(50th) 0 msg_gen_to_queue_latency(75th) 0 msg_gen_to_queue_latency(95th) 0 msg_gen_to_queue_latency(99th) 0 msg_disp_ltc(50th) 0 msg_disp_ltc(75th) 0 msg_disp_ltc(95th) 0 msg_disp_ltc(99th) 0 msg_disp_ltc(100th) 0 send_ltc(50th) 2 send_ltc(75th) 2 send_ltc(95th) 4 send_ltc(99th) 7 send_ltc(100th) 61 send_ltc(avg) 2 sendto_cnt 2889061 network_size 896416473 network_msg_cnt 3086794 network_msg_group_size avg 1 50th 1 internal_network_size 0 internal_network_msg_cnt 0
I0913 22:29:29.897404 81151 Coordinator.h:96] round_trip_latency 23 (50th) 26 (75th) 62 (95th) 62 (99th) 
I0913 22:29:29.897642 81151 Coordinator.h:318] Coordinator exits.
killing previous experiments...
killing previous experiments...
initializing cxl memory...
I0913 22:29:56.156298 81293 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0913 22:29:56.156340 81293 Database.h:166] creating hash tables for database...
I0913 22:29:56.160857 81293 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0913 22:29:56.160992 81293 Database.h:146] district initialization finished in 0 milliseconds.
I0913 22:29:56.292665 81293 Database.h:146] customer initialization finished in 131 milliseconds.
I0913 22:29:56.310253 81293 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0913 22:29:56.379307 81293 Database.h:146] item initialization finished in 69 milliseconds.
I0913 22:29:56.661914 81293 Database.h:146] stock initialization finished in 282 milliseconds.
I0913 22:29:56.709734 81293 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0913 22:29:56.709748 81293 Coordinator.h:42] Coordinator initializes 2 workers.
I0913 22:29:56.709959 81293 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:29:56.719004 81293 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:29:56.727991 81293 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:29:56.737031 81293 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:29:56.746119 81293 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:29:56.755260 81293 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:29:56.764348 81293 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:29:56.773448 81293 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:29:56.782582 81293 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 8183 Bytes)
I0913 22:29:56.782825 81307 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0913 22:29:56.782914 81293 Coordinator.h:414] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0913 22:30:01.783113 81293 Socket.h:69] Disabling nagle
I0913 22:30:01.783134 81293 Coordinator.h:423] Coordinator 0 connected to 1
I0913 22:30:01.783176 81307 Socket.h:69] Disabling nagle
I0913 22:30:01.783185 81307 Coordinator.h:383] Listener accepted connection from coordinator 7
I0913 22:30:01.783192 81307 Socket.h:69] Disabling nagle
I0913 22:30:01.783195 81307 Coordinator.h:383] Listener accepted connection from coordinator 3
I0913 22:30:01.783200 81307 Socket.h:69] Disabling nagle
I0913 22:30:01.783202 81307 Coordinator.h:383] Listener accepted connection from coordinator 4
I0913 22:30:01.783208 81307 Socket.h:69] Disabling nagle
I0913 22:30:01.783210 81307 Coordinator.h:383] Listener accepted connection from coordinator 5
I0913 22:30:01.783215 81307 Socket.h:69] Disabling nagle
I0913 22:30:01.783217 81307 Coordinator.h:383] Listener accepted connection from coordinator 6
I0913 22:30:01.783222 81307 Socket.h:69] Disabling nagle
I0913 22:30:01.783224 81307 Coordinator.h:383] Listener accepted connection from coordinator 1
I0913 22:30:01.783226 81293 Socket.h:69] Disabling nagle
I0913 22:30:01.783229 81293 Coordinator.h:423] Coordinator 0 connected to 2
I0913 22:30:01.783229 81307 Socket.h:69] Disabling nagle
I0913 22:30:01.783236 81307 Coordinator.h:383] Listener accepted connection from coordinator 2
I0913 22:30:01.783241 81307 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0913 22:30:01.783294 81293 Socket.h:69] Disabling nagle
I0913 22:30:01.783303 81293 Coordinator.h:423] Coordinator 0 connected to 3
I0913 22:30:01.783367 81293 Socket.h:69] Disabling nagle
I0913 22:30:01.783375 81293 Coordinator.h:423] Coordinator 0 connected to 4
I0913 22:30:01.783437 81293 Socket.h:69] Disabling nagle
I0913 22:30:01.783440 81293 Coordinator.h:423] Coordinator 0 connected to 5
I0913 22:30:01.783524 81293 Socket.h:69] Disabling nagle
I0913 22:30:01.783528 81293 Coordinator.h:423] Coordinator 0 connected to 6
I0913 22:30:01.783597 81293 Socket.h:69] Disabling nagle
I0913 22:30:01.783600 81293 Coordinator.h:423] Coordinator 0 connected to 7
I0913 22:30:01.783607 81293 Coordinator.h:435] Coordinator 0 connected to all peers.
I0913 22:30:01.783623 81293 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0913 22:30:01.783756 81293 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0913 22:30:01.783814 81308 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0913 22:30:01.783834 81293 Coordinator.h:146] Coordinator starts to run 3 workers.
I0913 22:30:01.783846 81309 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0913 22:30:01.783926 81310 Executor.h:74] Executor 0 starts.
I0913 22:30:01.783938 81311 Executor.h:74] Executor 1 starts.
I0913 22:30:01.784093 81310 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0913 22:30:01.784102 81311 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0913 22:30:01.783959 81312 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0913 22:30:02.784020 81293 Coordinator.h:237] commit: 9717 abort: 3379 (52/3157/170), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5038022, avg network size: 518.475, si_in_serializable: 0 0 %, local: 3.50931 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:03.784250 81293 Coordinator.h:237] commit: 9930 abort: 3094 (43/2851/200), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5166434, avg network size: 520.285, si_in_serializable: 0 0 %, local: 3.37362 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:04.784435 81293 Coordinator.h:237] commit: 10165 abort: 3136 (44/2934/158), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5161145, avg network size: 507.737, si_in_serializable: 0 0 %, local: 3.42351 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:05.784600 81293 Coordinator.h:237] commit: 10293 abort: 3481 (41/3263/177), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5233835, avg network size: 508.485, si_in_serializable: 0 0 %, local: 3.56553 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:06.784771 81293 Coordinator.h:237] commit: 9349 abort: 3107 (52/2937/118), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4901640, avg network size: 524.296, si_in_serializable: 0 0 %, local: 3.47631 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:07.784956 81293 Coordinator.h:237] commit: 9951 abort: 3429 (49/3141/239), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5101950, avg network size: 512.707, si_in_serializable: 0 0 %, local: 3.44689 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:08.785133 81293 Coordinator.h:237] commit: 10011 abort: 3497 (37/3306/154), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5109640, avg network size: 510.403, si_in_serializable: 0 0 %, local: 3.3663 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:09.785301 81293 Coordinator.h:237] commit: 10015 abort: 3372 (53/3110/209), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5145147, avg network size: 513.744, si_in_serializable: 0 0 %, local: 3.6645 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:10.785481 81293 Coordinator.h:237] commit: 10508 abort: 3004 (47/2780/177), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5265181, avg network size: 501.064, si_in_serializable: 0 0 %, local: 3.69242 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:11.785837 81293 Coordinator.h:237] commit: 10201 abort: 3774 (57/3500/217), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5134249, avg network size: 503.308, si_in_serializable: 0 0 %, local: 3.73493 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:12.786180 81293 Coordinator.h:237] commit: 9700 abort: 3610 (42/3323/245), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5057403, avg network size: 521.382, si_in_serializable: 0 0 %, local: 3.24742 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:13.786535 81293 Coordinator.h:237] commit: 10496 abort: 3183 (59/2871/253), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5257178, avg network size: 500.874, si_in_serializable: 0 0 %, local: 3.2298 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:14.786855 81293 Coordinator.h:237] commit: 10411 abort: 3247 (41/3004/202), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5292294, avg network size: 508.337, si_in_serializable: 0 0 %, local: 3.60196 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:15.787173 81293 Coordinator.h:237] commit: 9701 abort: 3097 (50/2895/152), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5077883, avg network size: 523.439, si_in_serializable: 0 0 %, local: 3.40171 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:16.787497 81293 Coordinator.h:237] commit: 9990 abort: 3637 (50/3378/209), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5184114, avg network size: 518.93, si_in_serializable: 0 0 %, local: 3.23323 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:30:17.787804 81293 Coordinator.h:237] commit: 10339 abort: 3213 (57/2973/183), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5161211, avg network size: 499.198, si_in_serializable: 0 0 %, local: 3.41426 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
